인증구분,인증번호,인증제품명,업체명,사업자등록번호,대표자,인증일자,만료일자
GS,24-0221,전자인장관리시스템 V1.0I-Stamp V1.0,주식회사 세명소프트,4588101696,,2024-05-23,9999-12-31
GS,24-0220,건축시설물 균열모니터링 플랫폼 V1.0 AISCOPE TRACE V1.0,주식회사 디와이스코프코리아,8088101552,,2024-05-23,9999-12-31
GS,24-0019,풀리수학 V 1.6,주식회사 프리윌린,8348600713,권기성,2024-05-21,9999-12-31
GS,24-0039,ⅥOLA PaaS V3,오케스트로 주식회사,6748801017,김민준 김영광,2024-05-17,9999-12-31
GS,24-0040,TROMBONE V3,오케스트로 주식회사,6748801017,김민준 김영광,2024-05-17,9999-12-31
GS,24-0041,무인 교통 단속자료 연계 시스템 v1.0,주식회사 서경산업,6118700363,이대규,2024-05-17,9999-12-31
GS,24-0036,CypressADS4.0,(주)나무플래닛,2208850081,공경식,2024-05-17,9999-12-31
GS,24-0037,영상 학습기반 객체 분류 및 분석시스템 v1.0,주식회사 알씨,1348706666,양영의,2024-05-17,9999-12-31
GS,24-0038,SpeedUP 4.1.2,Tayf ileri Teknoloji Hizm, ,Tayfun O,2024-05-17,9999-12-31
GS,24-0208,다중이용시설환경관리시스템 1.0AerQ-AMS 1.0,㈜청파이엠티,1148188129,,2024-05-16,9999-12-31
GS,24-0209,제트엠오티피 v1.5Z-mOTP v1.5,주식회사 제로데이시큐리티,2068673385,,2024-05-16,9999-12-31
GS,24-0210,음성텍스트변환녹취시스템 v2.0IPX-VR/STT v2.0,솔루텍㈜,1078166622,,2024-05-16,9999-12-31
GS,24-0211,에이아이씨 V3.0aiSee V3.0,㈜컴트루테크놀로지,2208143863,,2024-05-16,9999-12-31
GS,24-0215,씨디오브이에이 v1.0CDO-VA v1.0,쿠도커뮤니케이션㈜,1048157634,,2024-05-16,9999-12-31
GS,24-0214,재난안전 태양광 열분포 원격제어 시스템 v1.0Disaster Safety Solar Remote Control System v1.0,주식회사 백현이앤에스,7228601404,,2024-05-16,9999-12-31
GS,24-0213,타란툴라디비 4.0TarantulaDB 4.0,유엔넷㈜,1068601863,,2024-05-16,9999-12-31
GS,24-0212,로그캅스 V6.0LogCops V6.0,㈜나일소프트,1168147522,,2024-05-16,9999-12-31
GS,24-0009,스마트 기기를 활용한 건설 현장 안전관리 소프트웨어,주식회사 무스마,1218641068,신성일,2024-05-16,9999-12-31
GS,24-0197,패스앤아이 에스에스오 v5.0Pass-Ni SSO v5.0,㈜ 유비앤티스랩,1148639680,,2024-05-13,9999-12-31
GS,24-0198,서버아이 V4.0Server-i V4.0,㈜소만사,2148614882,,2024-05-13,9999-12-31
GS,24-0199,아토즈 v2.3ATOZ v2.3,에이지아이티 주식회사,1458801106,,2024-05-13,9999-12-31
GS,24-0200,무인화점포 데이터 분석/예측 시스템 1.0Cashierless Store Data Analysis and Forecast System 1.0,주식회사 프리다츠,3228701744,,2024-05-13,9999-12-31
GS,24-0201,비즈비 이알피 v1.0bizbee ERP v1.0,㈜비즈비,5738102048,,2024-05-13,9999-12-31
GS,24-0202,스마트 에스앤에스 포 카카오 1.0Smart SNS for Kakao 1.0,주식회사 에이아이커넥트,2648112676,,2024-05-13,9999-12-31
GS,24-0203,바다 v4.0VADA v4.0,㈜지란지교에스앤씨,1208773754,,2024-05-13,9999-12-31
GS,24-0204,무대장치 안전 감시시스템 V1.0Stage equipment safety monitoring system V1.0,㈜한일티앤씨,2138637688,,2024-05-13,9999-12-31
GS,24-0205,딥러닝 기반 객체선별을 통한 CCTV 보색 영상감시 시스템 v1.0CCTV Complementary color video surveillance system through Deep learning-based Object selection v1.0,㈜에이스엘이디,1438116962,,2024-05-13,9999-12-31
GS,24-0207,셀비 LRS 1.0Selvy LRS 1.0,주식회사 셀바스에이아이,1148187983,,2024-05-13,9999-12-31
GS,24-0206,IoT 기술이 적용된 스마트 HACCP 관리 솔루션 v1.0Development of Smart HACCP Management Solution with IoT Technology v1.0,주식회사 글로벌제조혁신네트웍,7318601368,,2024-05-13,9999-12-31
GS,24-0195,백업엑셀레이터 v5.0(BackupXcelerator v5.0),주식회사 엔써티,3638601879,,2024-05-09,9999-12-31
GS,24-0196,마이에스 네트워크 포트 모니터링 시스템 v1.0my-S NPMS v1.0,주식회사 엘앤제이테크,8258100126,,2024-05-09,9999-12-31
GS,24-0195,백업엑셀레이터 v5.0BackupXcelerator v5.0,㈜유앤아이소프트,1068602412,,2024-05-09,9999-12-31
GS,24-0194,셀비 노트 3.0 서버형 Selvy Note 3.0 Server,주식회사 셀바스에이아이,1148187983,,2024-05-09,9999-12-31
GS,24-0193,스마트 모니터링 시스템 V1.0Smart monitoring system V1.0,㈜로커스솔루션,2068605612,,2024-05-09,9999-12-31
GS,24-0192,넷서포트 스쿨 V15NetSupport School V15,㈜엔클라우딩,2208864912,,2024-05-09,9999-12-31
GS,24-0191,일체형 가스연소 시스템/비폭발성 치환가스 시스템의 제어로직 검증을 위한 HIL 소프트웨어 v1.0HIL Software for verifying the control logic of combined Inert Gas Generator/Gas Combustion Unit system v1.0,㈜유아이티,1058190922,,2024-05-09,9999-12-31
GS,24-0190,뉘집블록 소프트 v1.5NWI.Zip-Block SOFT v1.5,㈜엔더블유아이,3058702597,,2024-05-09,9999-12-31
GS,24-0030,VSSmartCityView v1.0 ,(주)비전정보통신,1258182504,문병국,2024-05-06,9999-12-31
GS,24-0031,VSSmartCrossway v1.0,(주)비전정보통신,1258182504,문병국,2024-05-06,9999-12-31
GS,24-0034,ForMWatcher v3.0 ,(주)포앰,6058616107,정광현,2024-05-06,9999-12-31
GS,24-0033,SSWMS v2.1,주식회사에스오넷,2238112087,박용복,2024-05-06,9999-12-31
GS,24-0032,Keyrke v1.0,주식회사 동훈아이텍,2208188123,신재욱,2024-05-06,9999-12-31
GS,24-0035,CTX API V1,주식회사 샌즈랩 (SANDS LAB lnc.),1108168136,김기홍,2024-05-06,9999-12-31
GS,24-0029,SpamSniper V6.2,(주)지란지교시큐리티,1078831670,조원희,2024-05-03,9999-12-31
GS,24-0028,MNX V23,주식회사 샌즈랩 (SANDS LAB lnc.),1108168136,김기홍,2024-04-29,9999-12-31
GS,24-0185,데이터아이 메타 v5.0DataEye Meta v5.0,펜타시스템테크놀러지㈜,1168135346,,2024-04-29,9999-12-31
GS,24-0186,규정관리시스템 V3.0LMX System 3.0,㈜아이앤티시스템,2148725936,,2024-04-29,9999-12-31
GS,24-0189,다큐먼트 세이퍼 블루 3Document SAFER Blue 3,㈜마크애니,1018147345,,2024-04-29,9999-12-31
GS,24-0188,화랑 v1.0Hwarang v1.0,㈜아도스,2308108295,,2024-04-29,9999-12-31
GS,24-0187,지능형소명관제시스템 V3.0UBI SAFER-IMS V3.0,㈜이지서티,2018175821,,2024-04-29,9999-12-31
GS,24-0187,지능형소명관제시스템 V3.0(UBI SAFER-IMS V3.0),주식회사 이지서티,7158603253,,2024-04-29,9999-12-31
GS,24-0179,열화감시 수배전반 모니터링 시스템 v1.0deterioration monitoring and fire prevention function system v1.0,㈜주왕산업,4028166342,,2024-04-25,9999-12-31
GS,24-0183,센서 노후 검출관리 및 빌딩 에너지 제어시스템 V1.0Sensor aging detection management and building energy control system V1.0,주식회사 창경,4108174159,,2024-04-25,9999-12-31
GS,24-0180,유량계 통합 관제시스템 FLM v3.0Flow meter integrated control system FLM v3.0,㈜대산전기통신,1938701321,,2024-04-25,9999-12-31
GS,24-0181,블루맥스 이에스피 V1.1BLUEMAX ESP V1.1,주식회사 시큐아이,2208181057,,2024-04-25,9999-12-31
GS,24-0184,탑원 노트 v1.0TOPONE Note v1.0,탑원에이아이 주식회사,7258103065,,2024-04-25,9999-12-31
GS,24-0182,에너지 흐름 감시자 v1.0.0energy wave sentinel v1.0.0,주식회사 그리다에너지,5638800377,,2024-04-25,9999-12-31
GS,24-0176,풍력발전 블레이드 피뢰시스템 유지보수 플랫폼 v1.0Wind-powered Blade Lightning System Maintenance Platform v1.0,㈜엘시스,4168149997,,2024-04-23,9999-12-31
GS,24-0177,환경시설물 재난대응 교육훈련 프로그램 DR.SETS v1.0Disaster Response Smart Educational Traning Simulator v1.0,주식회사 뉴컨,1198701041,,2024-04-23,9999-12-31
GS,24-0178,에이피아이엠 v3APIM v3,㈜인젠트,1178130043,,2024-04-23,9999-12-31
GS,24-0008,비전아이티 플랫폼 API 전용 안드로이드 앱 운영 관리 소프트웨어,주식회사 비전아이티,6178612287,김선유,2024-04-23,9999-12-31
GS,24-0027,WebCCTV V1.0,주식회사 소프트아이,6058802266,곽태영,2024-04-19,9999-12-31
GS,24-0026,BLUEMAX ADS V1.0,주식회사 시큐아이,2208181057,정삼용,2024-04-19,9999-12-31
GS,24-0171,에이아이 와처 V3.0AI Watcher V3.0,주식회사 펀랩스 ,3518802729,,2024-04-15,9999-12-31
GS,24-0173,테스 엔디알 V1.0 TESS NDR V1.0 ,주식회사 코닉글로리,4968702914,,2024-04-15,9999-12-31
GS,24-0174,실시간 계측장비 관제 소프트웨어 v1.0TwinRIS-ON v1.0 ,㈜트윈리스랩 ,7078702551,,2024-04-15,9999-12-31
GS,24-0175,이지엔터프라이즈 V7.3eG Monitoring Suite - Enterprise 7.3,주식회사 이지이노베이션스코리아,2958101057,,2024-04-15,9999-12-31
GS,24-0170, 타조아이 스트리트 v1.0TajoEye Street v1.0,㈜아이엠시티,4028132158,,2024-04-15,9999-12-31
GS,24-0169,코네 v1.0KONAE v1.0,㈜앤다스,1058728982,,2024-04-15,9999-12-31
GS,24-0168,코나 v1.0KONA v1.0,㈜앤다스,1058728982,,2024-04-15,9999-12-31
GS,24-0167,데이터레이크-플로우 2.0DATA LAKE - Flow 2.0,주식회사 제이엔케이소프트,8938101147,,2024-04-15,9999-12-31
GS,24-0166,AI 영상기술 기반 주차유도 시스템 v1.0Parking-Bridge-SW v1.0,㈜신라이앤씨,5048177295,,2024-04-15,9999-12-31
GS,24-0175,이지엔터프라이즈 V7.3(eG Monitoring Suite - Enterprise 7.3),㈜에이치씨인포,2158768879,,2024-04-15,9999-12-31
GS,24-0172,통합(자동차이륜자동차전용주차구역) 불법주정차 단속시스템 v1.0ZS-RoadWatch v1.0,주식회사 지솔,5538102985,,2024-04-15,9999-12-31
GS,24-0025,TraworksIVA v1.0 ,트라웍스(주),4188152144,김선미 ,2024-04-12,9999-12-31
GS,24-0023,ArgosDeepEye v1.0 ,주식회사 엔슨소프트,5048197743,차기욱,2024-04-12,9999-12-31
GS,24-0022,VisionProAi v1.0 ,프리비전 (주),3858101817,최성욱,2024-04-12,9999-12-31
GS,24-0021,NaroVision v1.0,주식회사 나로텍,1248734277,현상우,2024-04-12,9999-12-31
GS,24-0024,MC Street keeper v1.0 ,주식회사 무찬,4908702217,김인식,2024-04-12,9999-12-31
GS,24-0162,와줌 1.0WAJUM 1.0,코아이솔루션,3310300720,,2024-04-11,9999-12-31
GS,24-0163,프라이버시케이엠에스 V1.0PrivacyKMS V1.0,㈜ 아울시스템즈,1058735746,,2024-04-11,9999-12-31
GS,24-0164,아이비피엠에스 v1.5iBPMS v1.5,주식회사 핸디플로우,7998701153,,2024-04-11,9999-12-31
GS,24-0165,U-CMMS v3.0U-CMMS v3.0,주식회사 이유랩,6488100325,,2024-04-11,9999-12-31
GS,24-0154,건물 에너지 관리 및 최적화를 지원하는 디지털트윈 플랫폼 v1.0Digital Twin Platforms for Building Energy Management and Optimization v1.0,녹원정보기술㈜,1138652735,,2024-04-09,9999-12-31
GS,24-0155,다큐게이트 피150Docu-GATE P150,㈜에스에이티정보,1198626690,,2024-04-09,9999-12-31
GS,24-0156,NOVACAST v2.0NOVACAST v2.0,㈜뉴콤시스,2938801138,,2024-04-09,9999-12-31
GS,24-0157,브이플레이트 버전 2.0VPLATE v2.0,㈜더브이플래닛,1858801064,,2024-04-09,9999-12-31
GS,24-0159,스마트 안전사고 예측예방 시스템 리스크제로 v3.0 RISKZERO v3.0 ,㈜리스크제로,4888700079,,2024-04-09,9999-12-31
GS,24-0160,퍼스트스마트 콘텐츠 관리 시스템 v2.0FS CMS v2.0,주식회사 퍼스트스마트,8278603046,,2024-04-09,9999-12-31
GS,24-0161,오티엠 엠씨에스 v1.0OTM-MCS v1.0,㈜옵티멀,1298683650,,2024-04-09,9999-12-31
GS,24-0019,방사형 레이어 GCN 행동 및 상태 인지 AI CCTV 시스템 소프트웨어 v1.0,주식회사 세오 ,4168144274,이형각 김호군,2024-04-09,9999-12-31
GS,24-0018,JET-BEMS V1.0,(주)이레에너지테크,2198114499,강래원,2024-04-09,9999-12-31
GS,24-0020,시큐어디스크 v11,주식회사 이스트시큐리티,5488600471,정진일,2024-04-09,9999-12-31
GS,24-0158,엠버스-에이아이씨씨 1.0(EMBUS - AICC 1.0),주식회사 라피치,2208718861,,2024-04-08,9999-12-31
GS,24-0153,전기차 배터리 가치평가 시스템 v1.0EV-BES v1.0,주식회사 포드림,1288615542,,2024-04-04,9999-12-31
GS,24-0152,메일브레이커 V4.1MailBreaker V4.1,크리니티㈜,2298134605,,2024-04-04,9999-12-31
GS,24-0150,이노쿼츠 v5.2InnoQuartz v5.2,㈜이노트리,2208829991,,2024-04-04,9999-12-31
GS,24-0149,글로브 컨트롤러 가상현실 과학실험 v1.0Glove Controller Virtual Reality Science Laboratory v1.0,주식회사 컨텐츠다,5948801953,,2024-04-04,9999-12-31
GS,24-0148,디지털 트윈 기반의 스마트 하수처리시설 통합 운영관리시스템 v1.0Digital twin-based smart sewage treatment facility integrated operation management system v1.0,㈜ 그린텍아이엔씨,1078626135,,2024-04-04,9999-12-31
GS,24-0147,포유디지탈펜 V5.0FYD-Pen V5.0,㈜포유디지탈,1288607794,,2024-04-04,9999-12-31
GS,24-0151,로그가드 v3.0LOGuard v3.0,㈜아이넵,2068623100,,2024-04-04,9999-12-31
GS,24-0142,에스카 에이아이 브릿지 v1.0ESCA AI BRIDGE v1.0,㈜에스카,1388195849,,2024-04-01,9999-12-31
GS,24-0143,학교폭력 정보제공형 인공지능 챗봇 v1.0School violence information-providing artificial intelligence(AI) chatbot v1.0,㈜솔트룩스,1028113061,,2024-04-01,9999-12-31
GS,24-0144,인익스플로러 v1.0InExplorer v1.0,㈜한컴인스페이스,3148631838,,2024-04-01,9999-12-31
GS,24-0145,인뷰어 v1.0InViewer v1.0,㈜한컴인스페이스,3148631838,,2024-04-01,9999-12-31
GS,24-0146,인사이트 v1.0InSight v1.0,㈜한컴인스페이스,3148631838,,2024-04-01,9999-12-31
GS,24-0141,한테크 연안안전 엣지 에이아이 시스템 버전 1.0Hantech Shore Safety Edge AI System V1.0,한테크,4420601700,,2024-04-01,9999-12-31
GS,24-0016,지능형 디지털 콘텐츠 유통 플랫폼 v1.0,주식회사 조인트리(JOINTREE Co. L,4088143838,김흥중,2024-03-29,9999-12-31
GS,24-0017,메가라이브 스트리밍 스튜디오 V1.0,주식회사메가라이브 ,4648802710,한거남,2024-03-29,9999-12-31
GS,24-0009,Amaranth 10 v1.0,(주) 더존비즈온,1348108473,김용우,2024-03-29,9999-12-31
GS,24-0010,AIVA V1.0,가온플랫폼 주식회사,4288801258,조만영,2024-03-29,9999-12-31
GS,23-0050A,KIOSKFILTER V2.0,주식회사 지란지교데이터,7608101944,유병완,2024-03-28,9999-12-31
GS,23-0030A,AIFILTER V2.0,주식회사 지란지교데이터,7608101944,유병완,2024-03-28,9999-12-31
GS,24-0015,WFCDR V2.0,주식회사 지란지교데이터,7608101944,유병완,2024-03-28,9999-12-31
GS,24-0137,에스제이에스 v1.0S.J.S v1.0,㈜에스제이정보기술,1968101411,,2024-03-28,9999-12-31
GS,24-0139,지능형불법주정차 단속 소프트웨어 v1.0IPS(intelligent parking software) v1.0,㈜이에스테크 ,2238119358,,2024-03-28,9999-12-31
GS,24-0136,통합 에너지 관리 시스템 v1.0Total Energy Management System v1.0,제주특별자치도,6168300017,,2024-03-28,9999-12-31
GS,24-0136,통합 에너지 관리 시스템 v1.0Total Energy Management System v1.0,주식회사 인터텍,7308800128,,2024-03-28,9999-12-31
GS,24-0140,방재 및 소규모공공시설 관리시스템 V1.0(Disaster prevention & Small public facilities management system V1.0),주식회사 솔아이티,4308103037,,2024-03-28,9999-12-31
GS,24-0138,넷스피어 2.0.0NetSpear 2.0.0,주식회사 지란지교에스앤씨,1208773754,,2024-03-28,9999-12-31
GS,24-0140,방재 및 소규모공공시설 관리시스템 V1.0(Disaster prevention & Small public facilities management system V1.0),주식회사 청솔엔지니어링,2218143527,,2024-03-28,9999-12-31
GS,24-0135,뷰노메드 딥카스 v1.3VUNO Med DeepCARS v1.3,주식회사 뷰노,1358650644,,2024-03-25,9999-12-31
GS,24-0129,ACCIO blockchain-as-a-Service v1.0ACCIO blockchain-as-a-Service v1.0,㈜스마트엠투엠,6218196850,,2024-03-25,9999-12-31
GS,24-0130,코드디엔에스 v1.0codedns v1.0,㈜테라정보보호,1078812576,,2024-03-25,9999-12-31
GS,24-0131,아크라포인트 V3ACRA Point V3,펜타시스템테크놀러지㈜,1168135346,,2024-03-25,9999-12-31
GS,24-0132,구조물 동시 인상 시스템 ILS(아이엘에스)의 통계분석 알고리즘 프로그램 v1.0Statistical analysis algorithm of ILS for the structure lifting system v1.0,㈜펜타드,7538700901,,2024-03-25,9999-12-31
GS,24-0134,환경시설 재난상황대응 의사결정지원 전문가프로그램 V2.0Disaster Response Expert System V2.0,㈜피에스글로벌,8898600222,,2024-03-25,9999-12-31
GS,24-0133,씽크싸인 v1.0SYNC SIGN v1.0,㈜코어스톤 ,2208834136,,2024-03-25,9999-12-31
GS,24-0014,NeoAi V1.0,주식회사 와플랩,6128154161,안신원,2024-03-22,9999-12-31
GS,24-0013,OSORI APIM v3.0,주식회사 위베어소프트 ,6928102107,장영휘,2024-03-22,9999-12-31
GS,23-0036A,SafePC Enterprise V7.0,주식회사 마크애니,1018147345,최종욱 최고,2024-03-20,9999-12-31
GS,22-0008A,지능형 선별관제 for 차번인식 V3.0 (SmartEye for LPR V3.0),주식회사 마크애니,1018147345,최종욱 최고,2024-03-20,9999-12-31
GS,24-0007,시·군·구 의회 의정 안내용 콘텐츠 관리 소프트웨어,주식회사 제노글로벌,1208765142,노재남,2024-03-19,9999-12-31
GS,24-0008,Content Authoring Tool v1.0,옵티머스시스템 주식회사,1248678152,김남혁,2024-03-18,9999-12-31
GS,24-0120,케이넷 프로(설비제어 조명제어 전력제어 BEMS(에너지관리)) v2.0KE-NET Pro v2.0,킹스엔지니어링 주식회사,1138160040,,2024-03-18,9999-12-31
GS,24-0121,와이즈컬렉터 v2.0WiseCollector v2.0,주식회사 넷스루,5068132824,,2024-03-18,9999-12-31
GS,24-0122,엑스퍼디비 v15eXperDB v15,㈜인젠트,1178130043,,2024-03-18,9999-12-31
GS,24-0123,지능형 지역난방 통합 관제 플랫폼 rev.2.230628.01Intelligent district heating integrated control platform rev.2.230628.01,㈜에스코프로,2068188020,,2024-03-18,9999-12-31
GS,24-0124,로그프레소 소나 4.0Logpresso Sonar 4.0,㈜로그프레소,1218624069,,2024-03-18,9999-12-31
GS,24-0126,풍력설비 공유플랫폼 v1.0Sharing Platform for Wind Power Facility v1.0,한국전자기술연구원,1238205237,,2024-03-18,9999-12-31
GS,24-0127,캐디앱1.0Caddie App for Golf Cart 1.0,㈜브이씨,2098139552,,2024-03-18,9999-12-31
GS,24-0128,랩가드-엠(버전1.0)LAB GUARD-M(ver.1.0),스냅태그 주식회사,7658101847,,2024-03-18,9999-12-31
GS,24-0125,넥스비 싸인 v1.0NexBe Sign v1.0,넥스원소프트㈜,1688802336,,2024-03-18,9999-12-31
GS,24-0118,알파 액트 아카이브 v1.0Alpha Act Archive v1.0,㈜알파비트,2068702403,,2024-03-14,9999-12-31
GS,24-0117,옵저버 v1.0Observer v1.0,㈜그린아이티코리아 ,1328612506,,2024-03-14,9999-12-31
GS,24-0116,딥스페이스 ver.2DEEP SPACE ver.2,㈜혼합현실설계그룹,8998701680,,2024-03-14,9999-12-31
GS,24-0115,딥스페이스 ver.1DEEP SPACE ver.1,㈜혼합현실설계그룹,8998701680,,2024-03-14,9999-12-31
GS,24-0114,아이원넷 V5.0 R2i-oneNet V5.0 R2,주식회사 휴네시온,2148746095,,2024-03-14,9999-12-31
GS,24-0007,IEUM V2.0,(주) 제너시스템,6848600291,이영진,2024-03-13,9999-12-31
GS,24-0109,아이비스 v3.0AIBIS v3.0,(주)엠제이비전테크,8708100261,,2024-03-11,9999-12-31
GS,24-0110,제니퍼 X 5.0JENNIFER X 5.0,㈜ 제니퍼소프트,1138195777,,2024-03-11,9999-12-31
GS,24-0111,이제이펜 V2.0EJPEN V2.0,주식회사 이제이정보시스템,1198684157,,2024-03-11,9999-12-31
GS,24-0112,데이터인터페이스 게이트웨이(MC-H-Gateway) 2.0Data interface Gateway (MC-H-Gateway) 2.0,㈜맨컴,1298644642,,2024-03-11,9999-12-31
GS,24-0113,ZWAVE-APIM v2.0ZWAVE-APIM v2.0,주식회사 지음지식서비스,1098638374,,2024-03-11,9999-12-31
GS,24-0011,통합SI 매니저 v1.0.0,(주)에스원 ,2088113302,남궁범MORI,2024-03-08,9999-12-31
GS,24-0012,DeepFinder V1.3,(주)시큐온클라우드 ,3248702002,정현영 ,2024-03-08,9999-12-31
GS,24-0104,비정형 데이터 품질점검 통합 솔루션 v1.0KS_AIus_DQ v1.0,㈜한국정보기술단,2148621331,,2024-03-07,9999-12-31
GS,24-0105,아이블루 ver 3.5iBlue ver 3.5,주식회사 이룸시스,1058764066,,2024-03-07,9999-12-31
GS,24-0106,더블유게이트키퍼 V1.0.0WGateKeeper V1.0.0,㈜와이즈네스코,2128154485,,2024-03-07,9999-12-31
GS,24-0107,비트케어플러스엠 게이트웨이 v1.0BITCarePlusM Gateway v1.0,㈜비트컴퓨터,2208129726,,2024-03-07,9999-12-31
GS,24-0108,랜키퍼 V4.0LANKeeper V4.0,㈜아이앤아이맥스,2208655082,,2024-03-07,9999-12-31
GS,23-0008A,디지털트윈엑스 V1.5,주식회사 무브먼츠,6138600964,윤대훈,2024-03-06,9999-12-31
GS,24-0006,재난대응 전문가 모니터링 시스템 v1.0,주식회사 레오테크,1308607711,최석준,2024-03-05,9999-12-31
GS,24-0005,StageARTS 1.0,주식회사 에이디엠피,6188125645,박용해,2024-02-29,9999-12-31
